PAO091021	90	7	4.267443073335644e-01	5.570216923456570e+00
PAO191021	90	7	-5.148168653148755e-02	4.763915871041847e+00
PAO201024	90	11	-3.987172101836490e-01	4.491949401703859e+00
PAO140921	89	7	-2.230181536396331e-01	4.986160418751952e+00
PAO110416	91	11	-2.325541719130598e-01	1.034263190851482e+00
PAO201208	90	11	1.998811677998628e-01	3.288538362733900e+00
PAO130514	88	7	2.675216752871963e-01	3.981676478483426e+00
PAO110910	88	7	-2.325152003095279e-01	1.267492378191700e-01
PAO080110	87	10	3.454299219871022e-01	7.806255836453444e-01
PAO120610	87	7	-1.353050564767544e+00	3.581952314775005e+00
PAO180930	86	10	-7.977275293493363e-01	2.239813146558237e+00
PAO040521	86	7	4.824950123281425e-01	5.396044024053501e+00
PAO190421	86	7	1.621635988162266e-01	5.756867234649609e+00
PAO090613	86	7	-1.300898233777873e+00	4.745331939019064e+00
PAO180316	86	7	-9.943453901914402e-01	9.872459883545180e-02
PAO131024	85	7	-2.275775053001402e-01	5.149709755147587e+00
PAO100826	85	7	4.900592485392965e-01	5.886723106215129e+00
PAO171224	85	7	-1.382374340000448e+00	6.017071066241920e+00
PAO200807	84	7	-3.228573324976734e-01	5.945896855944389e+00
PAO060507	46	4	4.246410773462618e-01	6.169739547746497e+00
PAO130711	83	7	-6.260376336779988e-01	4.001025766107495e-02
PAO200520	83	10	-8.512962656667481e-01	5.904690576334321e+00
PAO100528	83	7	-3.043577570262949e-01	3.798372448801941e+00
PAO180601	83	7	-2.566504505683885e-01	1.650694965382554e-01
PAO170406	83	7	2.918509655142044e-01	5.221885482788206e+00
PAO051103	83	7	-1.734867998861502e-01	4.463323578395650e+00
PAO180614	82	7	-9.684661841259036e-01	5.557730307197460e+00
PAO090221	82	7	5.086099449248519e-01	5.463929938681876e+00
PAO100815	82	7	-4.374778854157545e-01	1.242010976899874e+00
PAO180107	82	7	-9.847398494608470e-01	2.867547233886164e+00
PAO090622	82	7	-1.695213760060592e-01	4.540781128528495e-03
PAO060105	82	7	-1.166636633263749e+00	2.415532034013484e+00
PAO170728	82	7	3.571877043312365e-01	4.721798061378980e+00
PAO191203	81	7	-3.733493759246474e-01	5.038213033259178e+00
PAO151031	81	6	-1.871198174998426e-01	6.251064803639307e+00
PAO110803	81	6	3.811884746622003e-01	6.230068017200148e+00
PAO200505	81	6	-4.790958590172791e-01	6.205641792051184e+00
PAO150627	80	6	-1.258977167466766e+00	4.708747979791593e+00
PAO130127	80	6	-7.265829976802342e-01	4.928758596119596e+00
PAO170401	80	6	3.627432833945031e-01	5.444442387738760e+00
PAO190327	79	10	-3.319664998873373e-01	2.772311206192387e+00
PAO081124	79	6	-1.069621414443997e+00	2.753216549395068e+00
PAO111022	79	6	-6.301507721380023e-01	4.289617288755498e+00
PAO101005	79	6	-1.335477916173624e+00	5.324650453723149e+00
PAO071211	78	6	-7.069855422317571e-01	6.007202161388422e+00
PAO140131	78	9	5.242052043764741e-01	5.214900356026950e+00
PAO090322	72	6	5.492410358316260e-01	4.873745570748793e+00
PAO150912	68	8	-1.641869378767974e-02	5.381809801123912e+00
PAO080703a	46	4	4.246410773462618e-01	6.169739547746497e+00
PAO110527	55	4	6.246745242155780e-01	4.309813510542840e-02
PAO071111	59	7	-2.089694281745403e-01	2.754028588064766e+00
PAO060329	53	4	-8.853168208836099e-02	4.329554072401381e+00
PAO110627	50	4	4.817748510428000e-01	2.712747865479296e-02
